HEADING,DATE,NEWS,text,predicted_label
 INDONESIA PRESSING FOR COMPROMISE OVER COFFEE," JAKARTA, March 12 -"," Indonesian coffee exporters are  preparing for a period of depressed prices while urging their  government to lobby for a resolution of the deadlocked issue of  export quotas, the chairman of the Association of Indonesian  Coffee Exporters (AICE) told Reuters.  Dharyono Kertosastro said in an interview that Indonesia,  the world's third largest producer, is trimming costs and  improving its marketing while seeking a compromise on quotas.  ""But as long as Brazil sticks to its hardline position, we  can never bridge the gap,"" Dharyono said.  Indonesia was one of a group of eight producing countries,  along with Costa Rica, the Dominican Republic, Ecuador,  Honduras, India, Papua New Guinea and Peru, which proposed a  new quota system at last month's failed International Coffee  Organistion (ICO) talks in London.  Brazil, which would have had its quota reduced under the  Group of Eight scheme, blocked the proposal.  AICE officials are now hoping Colombia can use its contacts  with Brazil to suggest a compromise.  Edward Muda, an AICE official who attended the ICO  negotiations, said Latin American members of the Group of Eight  were in contact with Colombia, the world's second largest  producer, but gave no details.  ""Colombia has shown interest because they will gain from a  compromise. Without one, they will suffer if the present market  stays like it is,"" Muda said.  He said Indonesia was in contact with consumers such as the  U.S., Japan, the Netherlands, West Germany and Canada ahead of  an ICO executive board meeting scheduled for April 1.  Dharyono said the AICE will send delegations to the U.S.  And Japan to brief Indonesian embassy officials there and press  them to present Indonesia's case more firmly.  He urged the Indonesian government to do more to help the  country's coffee traders through the ICO negotiations.  Muda said the Group of Eight had some common ground with  the big consumers because they agreed on the need for basing  quotas on what he termed ""realistic criteria.""  The breakaway group believes the old quota system, which  gives Brazil a 30 pct share of the quota exports, does not  reflect up-to-date supply and demand trends.  Brazil has stuck rigidly to its insistence that the old  system be applied.  Export quotas were suspended in February 1986 when market  prices surged because of the failure of the Brazilian crop.  Although prices have long since come down to a point where  export controls could be reintroduced, producers and consumers  at the 75-member ICO have not been able to agree on new  guidelines. Brazil and the U.S., The largest consumer, are both  refusing to alter their positions.  Dharyono said if new quotas are not agreed he believed  Indonesia was well placed to survive low prices.  Indonesian farmers are trimming production costs and the  AICE is improving its marketing system, Dharyono said.  Indonesia's coffee output in 1986/87, ending September 30,  is expected to stagnate or fall slightly from last year's level  of 360,000 tonnes, he said.  He said stocks, at 90,000 tonnes, were about average for  the time of year.  REUTER ",indonesia pressing for compromise over coffee indonesian coffee exporters are preparing for a period of depressed prices while urging their government to lobby for a resolution of the deadlocked issue of export quotas the chairman of the association of indonesian coffee exporters aice told reuters dharyono kertosastro said in an interview that indonesia the world s third largest producer is trimming costs and improving its marketing while seeking a compromise on quotas but as long as brazil sticks to its hardline position we can never bridge the gap dharyono said indonesia was one of a group of eight producing countries along with costa rica the dominican republic ecuador honduras india papua new guinea and peru which proposed a new quota system at last month s failed international coffee organistion ico talks in london brazil which would have had its quota reduced under the group of eight scheme blocked the proposal aice officials are now hoping colombia can use its contacts with brazil to suggest a compromise edward muda an aice official who attended the ico negotiations said latin american members of the group of eight were in contact with colombia the world s second largest producer but gave no details colombia has shown interest because they will gain from a compromise without one they will suffer if the present market stays like it is muda said he said indonesia was in contact with consumers such as the u s japan the netherlands west germany and canada ahead of an ico executive board meeting scheduled for april dharyono said the aice will send delegations to the u s and japan to brief indonesian embassy officials there and press them to present indonesia s case more firmly he urged the indonesian government to do more to help the country s coffee traders through the ico negotiations muda said the group of eight had some common ground with the big consumers because they agreed on the need for basing quotas on what he termed realistic criteria the breakaway group believes the old quota system which gives brazil a pct share of the quota exports does not reflect up to date supply and demand trends brazil has stuck rigidly to its insistence that the old system be applied export quotas were suspended in february when market prices surged because of the failure of the brazilian crop although prices have long since come down to a point where export controls could be reintroduced producers and consumers at the member ico have not been able to agree on new guidelines brazil and the u s the largest consumer are both refusing to alter their positions dharyono said if new quotas are not agreed he believed indonesia was well placed to survive low prices indonesian farmers are trimming production costs and the aice is improving its marketing system dharyono said indonesia s coffee output in ending september is expected to stagnate or fall slightly from last year s level of tonnes he said he said stocks at tonnes were about average for the time of year reuter,-1
 ASSISTANCE,"dennis abah <dennis.abah1@caramail.com>, Fri Feb 07 13:41:12 2003","Permit me to inform you that I got your contact address through the internet,and I became interested in disclosing everything about me to you I am 36 years old, and the son of late DR WILLIAMS abah, the former chief accountant to the SIERRA-LEONE GOLD/DIAMOND corporation in Kenama District who was assassinated by the R. U. F rebels during his visit to our village,subsequent to the death of my late beloved father, my mother died one month later as a result of the shock, and before then my mother has already advised me and my younger sister to look for a foreign partner to transfer this funds to and invests it abroad . I inherited the total sum of US$42.5.million from my late beloved father as next of kin to my family. This money which is concealed in two metallic trunk boxes, was deposited with a security company in Europe for safe keeping, though the security company officials does not know the real contents of the deposited consignment, because it was lodged in on the day of deposit as containing family valuables (African Art works).belonging to an European based friend of my late father. It was lodged in as containing African Art Works, in other to avoid raising any eyebrows,just for security purpose. My late parents succeeded in moving in the two iron trunk boxes, into this country from Sierra-Leone through the help of a Shipping Company's Manager, friend of my late father. Now that we are in Abidjan and have confirmed the deposit, we now need your assistance to help us move this funds out from the Security Company for investment in your country. As we can not embark on any investment here in AFRICA based on it's closeness to our country Sierra Leone, and also considering the fact that we are novice in the business world, and as the war is still going on there in our country. We want you to locate a valuable and lucrative business, were we can invest our funds for future profit while you remain the general overseer of the investments.Your kind assistance will not be under estimated as we have resolved in giving to you 20% of the total sum of US$42.5 million, and 5% of total the sum is set aside for any expenses that will be incurred in course of this transaction, such as phone calls, air tickets, and hotel accommodations. You are hereby required to visit the security company office as my late father's foriegn partner the, beneficiary of the trunk boxes,for the withdrawal of the consignment as we can send you every document regards the deposit we have recover some relevant documents such as the confirmation of deposit,receipt of part payment for the safe keeping fee and also the photograph of the cash box,regarding to this deposit. There is need for urgent actions, because as it is the security company's daily demurrage charge is fast accumulating and it is US$100 per day for safe keeping, and the initial payment for the deposit has since expired. Looking forward to your urgent response. Your's Sincerely, PRINCE dennis abah.",assistance permit me to inform you that i got your contact address through the internet and i became interested in disclosing everything about me to you i am years old and the son of late dr williams abah the former chief accountant to the sierra leone gold diamond corporation in kenama district who was assassinated by the r u f rebels during his visit to our village subsequent to the death of my late beloved father my mother died one month later as a result of the shock and before then my mother has already advised me and my younger sister to look for a foreign partner to transfer this funds to and invests it abroad i inherited the total sum of us million from my late beloved father as next of kin to my family this money which is concealed in two metallic trunk boxes was deposited with a security company in europe for safe keeping though the security company officials does not know the real contents of the deposited consignment because it was lodged in on the day of deposit as containing family valuables african art works belonging to an european based friend of my late father it was lodged in as containing african art works in other to avoid raising any eyebrows just for security purpose my late parents succeeded in moving in the two iron trunk boxes into this country from sierra leone through the help of a shipping company s manager friend of my late father now that we are in abidjan and have confirmed the deposit we now need your assistance to help us move this funds out from the security company for investment in your country as we can not embark on any investment here in africa based on it s closeness to our country sierra leone and also considering the fact that we are novice in the business world and as the war is still going on there in our country we want you to locate a valuable and lucrative business were we can invest our funds for future profit while you remain the general overseer of the investments your kind assistance will not be under estimated as we have resolved in giving to you of the total sum of us million and of total the sum is set aside for any expenses that will be incurred in course of this transaction such as phone calls air tickets and hotel accommodations you are hereby required to visit the security company office as my late father s foriegn partner the beneficiary of the trunk boxes for the withdrawal of the consignment as we can send you every document regards the deposit we have recover some relevant documents such as the confirmation of deposit receipt of part payment for the safe keeping fee and also the photograph of the cash box regarding to this deposit there is need for urgent actions because as it is the security company s daily demurrage charge is fast accumulating and it is us per day for safe keeping and the initial payment for the deposit has since expired looking forward to your urgent response your s sincerely prince dennis abah,-1
 ASARCO LOWERS COPPER PRICE 1.50 CTS TO 67 CTS," NEW YORK, April 1 -"," Asarco Inc said it is decreasing its  domestic delivered copper cathode price by 1.50 cents to 67.0  cents a lb, effective immediately.  Reuter ",asarco lowers copper price cts to cts asarco inc said it is decreasing its domestic delivered copper cathode price by cents to cents a lb effective immediately reuter,-1
 FRENCH SAY WHEAT STOCKS FORECAST NO SURPRISE," PARIS, June 1 -"," The U.S. Department of Agriculture's  forecast that French end-of-season soft wheat stocks will  almost double in 1987/88 is premature but would not be  surprising, according to French cereal organisation officials.  The Cereals Intervention Board, ONIC, Wheat Producers'  Association and the National Union of Agricultural and Cereal  Cooperatives have not yet forecast 1987/88 exports or  end-of-season stocks.  However, the officials said the USDA's figure of end  1987/88 stocks at 5.03 mln tonnes against 1986/87's 2.87 mln  was not surprising given a record high yield forecast in April.  The French Feed Cereals Research Institute, ITCF, forecast  in mid-April an average yield of 6.58 tonnes per hectare for  soft wheat in 1987/88 compared with 5.6 tonnes in 1986/87 and  the record high yield of 6.5/6.6 tonnes in 1984.  This would result in a French soft wheat harvest of around  31 mln tonnes against 25.5 mln in 1986/87, given a Ministry of  Agriculture estimate of area planted of 4.66 mln hectares  against 4.61 mln in 1986/87.  ONIC's first preliminary forecast of the 1987/88 campaign  will be released at the beginning of September, an ONIC  official said.  Soft wheat exports in 1987/88 were extremely difficult to  estimate at this stage, both within the European Community and  to non-EC countries, an ONIC official said.  He said, however, that among countries to which France  could increase its wheat exports were Egypt and the Maghreb  countries (Morocco, Algeria and Tunisia), he said.  The USDA's forecast of an 11.65 mln tonne maize crop in  1987/88 against 11.48 mln in 1986/87, while again premature,  was not out of line with estimates of the French Maize  Producers Association, AGPM, an AGPM official said.  Maize plantings would be down in 1987/88 but yields were  expected to be higher, the AGPM official said.  It estimated 1987/88 maize plantings of 1.73 mln hectares,  down seven pct from the 1.87 mln hectares planted in 1986/87.  Reuter ",french say wheat stocks forecast no surprise the u s department of agriculture s forecast that french end of season soft wheat stocks will almost double in is premature but would not be surprising according to french cereal organisation officials the cereals intervention board onic wheat producers association and the national union of agricultural and cereal cooperatives have not yet forecast exports or end of season stocks however the officials said the usda s figure of end stocks at mln tonnes against s mln was not surprising given a record high yield forecast in april the french feed cereals research institute itcf forecast in mid april an average yield of tonnes per hectare for soft wheat in compared with tonnes in and the record high yield of tonnes in this would result in a french soft wheat harvest of around mln tonnes against mln in given a ministry of agriculture estimate of area planted of mln hectares against mln in onic s first preliminary forecast of the campaign will be released at the beginning of september an onic official said soft wheat exports in were extremely difficult to estimate at this stage both within the european community and to non ec countries an onic official said he said however that among countries to which france could increase its wheat exports were egypt and the maghreb countries morocco algeria and tunisia he said the usda s forecast of an mln tonne maize crop in against mln in while again premature was not out of line with estimates of the french maize producers association agpm an agpm official said maize plantings would be down in but yields were expected to be higher the agpm official said it estimated maize plantings of mln hectares down seven pct from the mln hectares planted in reuter,1
 LEAD PRICES RISE ON FINELY BALANCED PHYSICALS," LONDON, April 9 -"," Lead prices have risen this week against  a background of a finely balanced physical sector, traders  said.  Further gains are possible if the USSR steps up its buying  or if labour problems develop in North America, they added.  London Metal Exchange (LME) prices are unusually buoyant at  a time of year when seasonal demand is normally slackening and  prices tending to drift lower.  This buoyancy is generally attributed by traders to the low  level of LME stocks and steady, if unspectacular, physical  demand in the Northern Hemisphere finding supplies curtailed.  The supply problems are not new but are beginning to be  felt by a market in which, as peak winter demand tails off,  stocks usually build fast and availability increases, traders  said.  The lower supply levels result from a number of different  factors around the globe.  Delayed shipments from Peru to Mediterranean countries  because of production and transport problems, lack of Spanish  exports since the closure last year of Cia La Cruz's smelter at  Linares and lower output in Morocco and Greece have all meant  additional demand being directed to merchants who in turn have  been drawing on LME stocks.  In addition Broken Hill Associated Smelters' Port Pirie,  South Australia, smelter is halting production for five weeks  for maintenance. Although the company said it would meet  commitments, this will put further pressure on stocks.  And the U.S. Company Doe Run has kept its 140,000 tonnes  per year Boss, Montana smelter closed. This cut producer stocks  and contributed to a closer supply/demand balance within the  U.S. Market, for many years depressed by surplus production and  a regular supplier to the world market.  Mexican supplies, which have sometimes swelled LME stocks,  have been normal but are finding ready buyers, traders said.  On the demand side, winter battery manufacture has held up  quite well and some U.S. Buying of lead sheet has been reported  in the U.K. Soviet lead buying, notably absent in Europe in the  first two months of the year, was resumed when a large buying  order was filled by merchants in March.  Merchant demand has fuelled the rise in LME lead prices  this week and has seen cash metal move above 320 stg and  establish a premium of around 10 stg over three months  delivery. Specific demand has been directed towards metal in  Gothenburg and Trieste warehouses. Gothenburg material is often  a target for merchants shipping to the USSR, traders said.  On stocks, the popular LME Continental warehouses, Antwerp  and Rotterdam, have little more than 3,000 tonnes of lead each,  and this is believed to be in strong hands.  Out of a total 22,125 tonnes in LME stocks, the lowest  level since June 1980, just over half is in U.K. Warehouses  which are not popular with merchants putting together  shipments.  But even U.K. Stocks have dropped around 6,000 tonnes since  the start of the year. Traders said this is partly due to  secondary smelters buying ingots to supplement feed supplies  affected by environmental controls, which put restrictions on  the transport of used batteries.  Labour negotiations in North America will play an important  part in determining the direction of prices, with contracts  expiring end-April at Cominco's Trail and Kimberley, B.C.,  Mine/smelter and at Doe Run's Herculaneum, Mo, smelter.  Noranda's New Brunswick mine/smelter also has a contract  expiry in July which may cause some nervousness in view of  strikes by its zinc and copper workers over recent months.  Traders said LME three months delivery, already attracting  speculative buying, could rise to 320/330 stg on current  firmness, while nearby tightness could widen the cash premium  to 20 from four. Three months was quoted at 313 stg at  midsession.  Reuter ",lead prices rise on finely balanced physicals lead prices have risen this week against a background of a finely balanced physical sector traders said further gains are possible if the ussr steps up its buying or if labour problems develop in north america they added london metal exchange lme prices are unusually buoyant at a time of year when seasonal demand is normally slackening and prices tending to drift lower this buoyancy is generally attributed by traders to the low level of lme stocks and steady if unspectacular physical demand in the northern hemisphere finding supplies curtailed the supply problems are not new but are beginning to be felt by a market in which as peak winter demand tails off stocks usually build fast and availability increases traders said the lower supply levels result from a number of different factors around the globe delayed shipments from peru to mediterranean countries because of production and transport problems lack of spanish exports since the closure last year of cia la cruz s smelter at linares and lower output in morocco and greece have all meant additional demand being directed to merchants who in turn have been drawing on lme stocks in addition broken hill associated smelters port pirie south australia smelter is halting production for five weeks for maintenance although the company said it would meet commitments this will put further pressure on stocks and the u s company doe run has kept its tonnes per year boss montana smelter closed this cut producer stocks and contributed to a closer supply demand balance within the u s market for many years depressed by surplus production and a regular supplier to the world market mexican supplies which have sometimes swelled lme stocks have been normal but are finding ready buyers traders said on the demand side winter battery manufacture has held up quite well and some u s buying of lead sheet has been reported in the u k soviet lead buying notably absent in europe in the first two months of the year was resumed when a large buying order was filled by merchants in march merchant demand has fuelled the rise in lme lead prices this week and has seen cash metal move above stg and establish a premium of around stg over three months delivery specific demand has been directed towards metal in gothenburg and trieste warehouses gothenburg material is often a target for merchants shipping to the ussr traders said on stocks the popular lme continental warehouses antwerp and rotterdam have little more than tonnes of lead each and this is believed to be in strong hands out of a total tonnes in lme stocks the lowest level since june just over half is in u k warehouses which are not popular with merchants putting together shipments but even u k stocks have dropped around tonnes since the start of the year traders said this is partly due to secondary smelters buying ingots to supplement feed supplies affected by environmental controls which put restrictions on the transport of used batteries labour negotiations in north america will play an important part in determining the direction of prices with contracts expiring end april at cominco s trail and kimberley b c mine smelter and at doe run s herculaneum mo smelter noranda s new brunswick mine smelter also has a contract expiry in july which may cause some nervousness in view of strikes by its zinc and copper workers over recent months traders said lme three months delivery already attracting speculative buying could rise to stg on current firmness while nearby tightness could widen the cash premium to from four three months was quoted at stg at midsession reuter,-1
 VEGETABLE OILS MAY TIGHTEN DESPITE SEED SURPLUS," EDMONTON, Alberta, March 11 -"," Lower production of coconut  and palm oils could lead to a decline in vegetable oil stocks  this year despite growing supplies of oilseeds, senior oilseeds  analyst for Merrill Lynch Capital Markets Mario Balletto said.  Balletto told a conference of Canadian farmers at Alberta  Agriculture's annual farm outlook conference that the world  vegetable oil situation is one of potentially tight supplies.  ""Prices for edi ble oils appear to have more upside  potential reflecting strong world demand and an unprecedented  decline in the production of tree oils,"" Balletto said.  Balletto estimated production of palm, coconut and palm  kernel oils this year at 8.5 mln tonnes, down from 9.1 mln  tonnes last year, enough to offset higher oilseed output.  He estimated total vegetable oil production this year at  33.4 mln tonnes, up from 33.0 mln last year, and disappearance  at 34.0 mln tonnes, up from 32.6 mln.  Unless oilseed crushing increases sharply, he said,  disappearance of vegetable oils could exceed production by  600,000 tonnes, the largest deficit since 1976.  ""If world protein meal demand stagnates, thus limiting the  crush of soybeans ... the need for serious supply rationing in  the edible oils sector could develop,"" he said.  ""This would be relatively favorable for the prices of high  oil yielding seeds,"" Balletto said.  Oilseeds, on the other hand, remain at depressed prices  because of burdensome supplies, he said.  World ending stocks of oilseeds are estimated to increase  for the fourth straight year to a record 28.4 mln tonnes,  compared with 25.4 mln last year.  The increase should result from lower disappearance, as  production is expected to fall to 184.0 mln tonnes from 185.7  mln last year, he said.  World soybean production in 1987 totalled a record 98.9 mln  tonnes, up from 90.6 mln the previous year, Balletto said,  while production of other oilseeds was lower.  Higher soybean production in South America and Europe made  up for lower production in the United States, he said.  Soybeans account for the bulk of the surplus, and U.S.  stocks make up most of those, Balletto said.  The Commodity Credit Corporation owned 12.7 mln tonnes,  about half of the world soybean surplus, he said.  Since 1983-84, he said, world oilseed stocks have increased  13.1 mln tonnes.  ""During the same period, U.S. soybean stocks increased 12.1  mln tonnes, becoming the dumping ground of the entire world  surplus, courtesy of the CCC and highlighting the artificially  high prices caused by the U.S. loan program.""  ""Soybean prices and, to a great extent, world oilseeds  prices are likely to be dominated by the loan program, as long  as the U.S. soybean surplus continues.  For the 1987 crop, he said, prices are likely to hover in a  range tied to the U.S. loan program.  ""Upside potential for prices is limited by the huge supply  overhang while strong underlying support is provided by the  U.S. loan rate.""  The problem is likely to become worse as the artificially  high prices encourage producers in South America, Canada and  Australia to shift from grains to oilseeds, Balletto said.  Reuter ",vegetable oils may tighten despite seed surplus lower production of coconut and palm oils could lead to a decline in vegetable oil stocks this year despite growing supplies of oilseeds senior oilseeds analyst for merrill lynch capital markets mario balletto said balletto told a conference of canadian farmers at alberta agriculture s annual farm outlook conference that the world vegetable oil situation is one of potentially tight supplies prices for edi ble oils appear to have more upside potential reflecting strong world demand and an unprecedented decline in the production of tree oils balletto said balletto estimated production of palm coconut and palm kernel oils this year at mln tonnes down from mln tonnes last year enough to offset higher oilseed output he estimated total vegetable oil production this year at mln tonnes up from mln last year and disappearance at mln tonnes up from mln unless oilseed crushing increases sharply he said disappearance of vegetable oils could exceed production by tonnes the largest deficit since if world protein meal demand stagnates thus limiting the crush of soybeans the need for serious supply rationing in the edible oils sector could develop he said this would be relatively favorable for the prices of high oil yielding seeds balletto said oilseeds on the other hand remain at depressed prices because of burdensome supplies he said world ending stocks of oilseeds are estimated to increase for the fourth straight year to a record mln tonnes compared with mln last year the increase should result from lower disappearance as production is expected to fall to mln tonnes from mln last year he said world soybean production in totalled a record mln tonnes up from mln the previous year balletto said while production of other oilseeds was lower higher soybean production in south america and europe made up for lower production in the united states he said soybeans account for the bulk of the surplus and u s stocks make up most of those balletto said the commodity credit corporation owned mln tonnes about half of the world soybean surplus he said since he said world oilseed stocks have increased mln tonnes during the same period u s soybean stocks increased mln tonnes becoming the dumping ground of the entire world surplus courtesy of the ccc and highlighting the artificially high prices caused by the u s loan program soybean prices and to a great extent world oilseeds prices are likely to be dominated by the loan program as long as the u s soybean surplus continues for the crop he said prices are likely to hover in a range tied to the u s loan program upside potential for prices is limited by the huge supply overhang while strong underlying support is provided by the u s loan rate the problem is likely to become worse as the artificially high prices encourage producers in south america canada and australia to shift from grains to oilseeds balletto said reuter,-1
 EC WHEAT RELEASE UNLIKELY TO SATISFY U.K. DEMAND," LONDON, April 3 -"," The European Commission's decision to  release an additional 300,000 tonnes of British intervention  feed wheat for the home market will provide only moderate  relief in an increasingly tight market, traders said.  Some operators had been anticipating a larger tonnage,  pointing out that at this week's U.K. Intervention tender the  market sought to buy 340,000 tonnes but only 126,000 tonnes  were granted.  The new tranche of intervention grain is unlikely to  satisfy demand, they said, and keen buying competition for  supplies in stores is expected to keep prices firm.  The release of the feed wheat followed recent strong  representations by the U.K. Grain trade to the Commission.  There has been growing concern that rising internal prices,  triggered by heavy exports, were creating areas of shortage in  interior markets.  The latest EC authorisation will add 70,000 tonnes at the  April 14 tender and a further 30,000 tonnes later in the month.  The remaining 200,000 tonnes will be made available in May and  June.  News of the release produced an early downward reaction in  local physical markets, but by midday some sections had halved  early two stg losses while others were unchanged.  Ministry of Agriculture figures for March indicate 1.85 mln  tonnes of wheat and 1.74 mln tonnes of barley remain in the  free market. However, some traders believe these figures are  overstated and, while some may still be held on the farm, the  bulk of wheat is already sold. Some of the grain is also off  the market in futures stores.  A total of 2.10 mln tonnes of intervention wheat has been  sold for export or to the home market since the season started  July 1, leaving an unsold balance in intervention of about 1.59  mln tonnes.  Intervention barley sales have reached just over 1.0 mln  tonnes, leaving about 753,000 tonnes, traders said.  This season's U.K. Export performance has surpassed all  early expectations and has created the present nervous  situation in domestic markets where the fear now is free market  supplies may not last out until new crop becomes available in  August.  The market is sticking to its recent prediction of total  barley and wheat exports of around 10.5 mln tonnes, a new  record and nearly double the previous record of 5.9 mln tonnes  achieved in the 1984/85 season.  Traders expect U.K. Wheat exports to reach 6.0 mln and  barley around 4.50 mln tonnes.  The Soviet Union has booked a record total of 2.5 mln  tonnes of British wheat and barley this season, but only 1.28  mln had surfaced in Customs export figures by March 25, traders  said.  Other EC countries have bought large amounts of British  grain and for the July 1/March 25 period had taken 2.59 mln  tonnes of wheat and 2.06 mln tonnes of barley. This compares  with 1.28 mln and 868,700 tonnes last season.  The market is expecting prices, particularly wheat, to stay  buoyant for the remaining few months of the season. If supplies  become more difficult and prices strengthen further, feed  compounders may increase cereal substitute usage, traders said.  Reuter ",ec wheat release unlikely to satisfy u k demand the european commission s decision to release an additional tonnes of british intervention feed wheat for the home market will provide only moderate relief in an increasingly tight market traders said some operators had been anticipating a larger tonnage pointing out that at this week s u k intervention tender the market sought to buy tonnes but only tonnes were granted the new tranche of intervention grain is unlikely to satisfy demand they said and keen buying competition for supplies in stores is expected to keep prices firm the release of the feed wheat followed recent strong representations by the u k grain trade to the commission there has been growing concern that rising internal prices triggered by heavy exports were creating areas of shortage in interior markets the latest ec authorisation will add tonnes at the april tender and a further tonnes later in the month the remaining tonnes will be made available in may and june news of the release produced an early downward reaction in local physical markets but by midday some sections had halved early two stg losses while others were unchanged ministry of agriculture figures for march indicate mln tonnes of wheat and mln tonnes of barley remain in the free market however some traders believe these figures are overstated and while some may still be held on the farm the bulk of wheat is already sold some of the grain is also off the market in futures stores a total of mln tonnes of intervention wheat has been sold for export or to the home market since the season started july leaving an unsold balance in intervention of about mln tonnes intervention barley sales have reached just over mln tonnes leaving about tonnes traders said this season s u k export performance has surpassed all early expectations and has created the present nervous situation in domestic markets where the fear now is free market supplies may not last out until new crop becomes available in august the market is sticking to its recent prediction of total barley and wheat exports of around mln tonnes a new record and nearly double the previous record of mln tonnes achieved in the season traders expect u k wheat exports to reach mln and barley around mln tonnes the soviet union has booked a record total of mln tonnes of british wheat and barley this season but only mln had surfaced in customs export figures by march traders said other ec countries have bought large amounts of british grain and for the july march period had taken mln tonnes of wheat and mln tonnes of barley this compares with mln and tonnes last season the market is expecting prices particularly wheat to stay buoyant for the remaining few months of the season if supplies become more difficult and prices strengthen further feed compounders may increase cereal substitute usage traders said reuter,1
 ARGENTINE SUBPRODUCTS SHIPMENTS IN 1986," BUENOS AIRES, Apr 1 -"," Argentine subproducts shipments  during January/December 1986 totalled 5,618,315 tonnes, against  4,815,188 tonnes in the same period of 1985, the Argentine  Grain Board said.  Breakdown was as follows: cotton 26,992 (41,933), sunflower  1,403,230 (1,190,862), linseed 261,600 (309,191), groundnutseed  23,595 (22,809), soybean 3,275,225 (2,415,492), bran/pollards  wheat 606,352 (659,271), fiber cotton 3,256 (107,752), wheat  flour 18,065 (67,878), rape nil (nil), the board added.  Shipments during December 1986 amounted to 418,755 tonnes,  against 257,844 tonnes in the same month of 1985.  The breakdown, was as follows, in tonnes:  Cotton 3,002 (6,234), sunflower 86,612 (38,347), linseed  23,954 (38,290), groundnutseed nil (nil), soybean 264,650  (104,571), bran/polards wheat 37,724 (49,946), fiber cotton 987  (2,121), wheat flour 1,826 (18,335), rapeseed nil (nil), the  board said.  The ten principal destinations during January/December  1986, with comparative figures for the same period of 1985 in  brackets, were as follows, in tonnes:  Holland 2,444,260 (2,234,049), Belgium 546,423 (595,635),  Italy 430,029 (338,766), Czechoslovakia 365,897 (236,836), Cuba  253,067 (222,842), Iran 250,646 (192,430), West Germany  232,049) (158,491), Bulgaria 207,030 (300,488), Spain and  Canary Islands 176,287 (113,751), Corea 163,304 (37,416), the  board added.  REUTER ",argentine subproducts shipments in argentine subproducts shipments during january december totalled tonnes against tonnes in the same period of the argentine grain board said breakdown was as follows cotton sunflower linseed groundnutseed soybean bran pollards wheat fiber cotton wheat flour rape nil nil the board added shipments during december amounted to tonnes against tonnes in the same month of the breakdown was as follows in tonnes cotton sunflower linseed groundnutseed nil nil soybean bran polards wheat fiber cotton wheat flour rapeseed nil nil the board said the ten principal destinations during january december with comparative figures for the same period of in brackets were as follows in tonnes holland belgium italy czechoslovakia cuba iran west germany bulgaria spain and canary islands corea the board added reuter,1
 INDUSTRIAL ACTION ENDS AT SOUTH AFRICAN MINE," JOHANNESBURG, April 2 -"," About 8,000 black miners returned  to work after a week-long industrial action at South Africa's  largest gold mine, mine owner Anglo American Corp of South  Africa Ltd & lt;ANGL.J > said.  A spokesman for the mining house said the action started on  Wednesday last week when thousands of miners staged a go-slow  at One underground shaft of the Free State Geduld division of  Free State Consolidated Gold Mines Ltd & lt;FSCN.J > .  The action later escalated into an underground sit-in at  the mine over the weekend, prompting management to close the  affected shaft because of what the company described as ""the  cre ation of unsafe working conditions.""  Anglo American spokesman John Kingsley-Jones said the  company held talks with the National Union of Mineworkers  (NUM), South Africa's biggest trade union which claims a  membership of 360,000 black workers, but failed to establish  the cause of worker dissatisfaction. He acknowledged that the  mine suffered a loss of production, but declined to give  estimates.  Free State Consolidated last year produced 104 tonnes of  gold from 28 underground shafts.  The NUM was not immediately available for comment on the  action. But a spokesman for the union earlier told the South  African Press Association that miners had been locked out of  the mine at the weekend after staging a strike in protest  against being ordered to carry bags containing explosives as  well as food for white miners.  REUTER ",industrial action ends at south african mine about black miners returned to work after a week long industrial action at south africa s largest gold mine mine owner anglo american corp of south africa ltd lt angl j said a spokesman for the mining house said the action started on wednesday last week when thousands of miners staged a go slow at one underground shaft of the free state geduld division of free state consolidated gold mines ltd lt fscn j the action later escalated into an underground sit in at the mine over the weekend prompting management to close the affected shaft because of what the company described as the cre ation of unsafe working conditions anglo american spokesman john kingsley jones said the company held talks with the national union of mineworkers num south africa s biggest trade union which claims a membership of black workers but failed to establish the cause of worker dissatisfaction he acknowledged that the mine suffered a loss of production but declined to give estimates free state consolidated last year produced tonnes of gold from underground shafts the num was not immediately available for comment on the action but a spokesman for the union earlier told the south african press association that miners had been locked out of the mine at the weekend after staging a strike in protest against being ordered to carry bags containing explosives as well as food for white miners reuter,-1
" U.S. GOLD, SILVER, PLATINUM SOAR ON VOLCKER REJECTION OF 3RD TERM",(NO DATE),(NO TEXT),u s gold silver platinum soar on volcker rejection of rd term no text,1
 GREEK BULK ORE CARRIER AGROUND IN ORINOCO RIVER," LONDON, April 29 -"," A Greek bulk carrier loaded with iron  ore has run aground in Venezuela's Orinoco river, Lloyd's  shipping services reports.  The 74,596-dwt Andromachi is reported to have run aground  near mile 149 on Monday and attempts to refloat the vessel  using tugs has so far been unsuccessful, Lloyd's said.  The Andromachi is managed by Theodore and Angelos  Efstathiou of Piraeus.  Reuter ",greek bulk ore carrier aground in orinoco river a greek bulk carrier loaded with iron ore has run aground in venezuela s orinoco river lloyd s shipping services reports the dwt andromachi is reported to have run aground near mile on monday and attempts to refloat the vessel using tugs has so far been unsuccessful lloyd s said the andromachi is managed by theodore and angelos efstathiou of piraeus reuter,1
